time, failed, passed, discarded
1.650065364,True,1133,2342
0.834998242,True,513,1382
0.969795663,True,518,1377
0.868949879,True,517,1378
0.84972895,True,514,1381
1.891700812,True,511,1384
1.802966208,True,726,1440
1.641083199,True,681,2097
1.252753393,True,782,1426
0.725615866,True,515,1380
1.215451733,True,830,2807
1.728965174,True,665,2101
1.042645541,True,669,2097
1.637838918,True,605,1415
0.71784895,True,509,1386
1.150842003,True,703,2121
0.721852088,True,506,1389
1.93563311,True,970,2149
1.604474061,True,671,2095
2.137784876,True,811,2132
1.012994977,True,510,1385
1.384911767,True,665,2101
1.520477711,True,515,1380
0.863843863,True,520,1375
1.74299075,True,672,2094
0.712341742,True,511,1384
0.97008092,True,673,2093
0.856078943,True,511,1384
2.391887576,True,1327,2160
1.562660698,True,510,1385
