time, failed, passed, discarded
4087.736032871,False,1,160000000
4073.125971521,False,1,160000000
4094.486106493,False,1,160000000
4075.11449224,False,1,160000000
4085.155500277,False,1,160000000
4092.098103257,False,1,160000000
4068.759075143,False,1,160000000
4094.42933336,False,1,160000000
4084.404295863,False,1,160000000
4090.225551139,False,2,160000000
4058.896470938,False,1,160000000
4111.566364831,False,1,160000000
4059.75690773,False,1,160000000
4098.684054525,False,3,160000000
1984.942463441,True,2,78044430
4128.433092197,False,1,160000000
4060.879069449,False,1,160000000
4083.976918236,False,1,160000000
4073.906359974,False,1,160000000
4104.176554233,False,1,160000000
4076.65354781,False,1,160000000
4106.55217771,False,1,160000000
4056.280443072,False,2,160000000
4078.517408218,False,1,160000000
4091.629692784,False,2,160000000
4068.991366652,False,1,160000000
4062.746263793,False,1,160000000
4068.056008633,False,1,160000000
4091.221274951,False,2,160000000
4081.061255475,False,1,160000000
