time, failed, passed, discarded
15.027723816,True,14895,130101
9.120176656,True,9721,78439
11.220393896,True,12557,95226
0.968187092,True,777,8588
1.455816514,True,1835,12364
7.867803554,True,8772,68285
1.573898604,True,1992,13222
7.075605347,True,6944,61635
17.114212932,True,17366,149639
17.448511089,True,17701,151658
13.978542457,True,14517,120332
15.920533064,True,16101,134118
19.316773464,True,18189,175950
11.897548953,True,11962,97979
8.082435263,True,8750,65684
3.668737164,True,3588,33173
4.882541852,True,5266,38408
10.226126064,True,11733,84340
5.67761279,True,6801,50453
8.003061202,True,8775,66869
19.297621042,True,19007,171423
9.455349335,True,10864,79947
3.155573521,True,3857,26452
1.983808808,True,2036,16998
10.247785348,True,10646,86851
18.397492167,True,18609,159604
6.084025282,True,5606,51856
8.857893692,True,9207,74677
3.199681865,True,3538,28787
15.012314029,True,15865,126134
