time, failed, passed, discarded
9.87422715,True,5623,11932
9.771461797,True,5178,13815
10.077816002,True,5805,10797
9.280859712,True,5399,10805
3.077640401,True,1441,5579
6.533936675,True,3283,10208
7.889869745,True,4343,10654
9.590441003,True,5174,13576
11.033310132,True,6310,10877
8.031176984,True,4410,10744
10.784943323,True,6319,11269
7.411639536,True,3825,11401
7.913235428,True,4378,10656
8.016403011,True,4013,13599
9.209998683,True,4866,13703
9.45474162,True,5605,10879
10.353396254,True,6137,11063
6.685899699,True,3174,12436
10.598298606,True,6363,10806
15.049354153,True,9122,11243
16.301570858,True,9022,21514
8.275210372,True,4683,10730
14.023562925,True,8305,14987
10.95169588,True,6492,10770
10.919309306,True,6304,13681
9.557516693,True,5657,10870
8.230950959,True,4373,11289
7.848446018,True,4251,10696
8.509673302,True,4523,10689
11.807588194,True,6829,14233
