time, failed, passed, discarded
4046.15927436,False,1,160000000
4092.138710189,False,2,160000000
4084.799936228,False,1,160000000
4085.256270947,False,1,160000000
4084.667619135,False,1,160000000
4047.12410097,False,1,160000000
4043.41785624,False,1,160000000
4082.013947503,False,1,160000000
4098.216137099,False,3,160000000
4080.50558661,False,1,160000000
4084.936532385,False,1,160000000
4088.613359689,False,1,160000000
4038.406862818,False,1,160000000
4019.198941146,False,1,160000000
4032.374514553,False,1,160000000
3856.873111746,False,1,160000000
3817.099442087,False,1,160000000
3854.730726892,False,1,160000000
3833.681657157,False,1,160000000
3844.451774076,False,1,160000000
3822.403532604,False,1,160000000
3832.205228393,False,1,160000000
3879.104053269,False,1,160000000
