time, failed, passed, discarded
8.466787e-3,True,5,3
6.096693e-3,True,4,4
3.0643916e-2,True,22,33
3.7176467e-2,True,21,34
0.458493621,True,272,627
0.32595,True,200,386
6.0999948e-2,True,37,52
0.165960743,True,105,126
1.6080966e-2,True,12,16
6.265412e-3,True,4,4
6.963362e-3,True,4,4
3.3682809e-2,True,22,33
0.167742073,True,131,150
7.2011409e-2,True,55,68
6.62879e-3,True,5,3
0.16880127,True,132,149
6.811429e-3,True,4,4
0.574175472,True,223,465
3.5124725e-2,True,11,26
0.192030854,True,78,88
6.2554166e-2,True,20,35
2.9143501e-2,True,9,19
7.0583697e-2,True,23,32
1.4568986e-2,True,5,3
6.1563182e-2,True,20,35
1.3198146e-2,True,4,4
0.803932798,True,329,391
6.582503e-3,True,4,4
3.2229078e-2,True,20,35
1.5491811e-2,True,9,19
