time, failed, passed, discarded
8.505778587,True,9929,72120
3.887881883,True,4881,33311
0.790016468,True,711,7380
8.782738587,True,9703,74386
7.839757578,True,8880,67464
5.410522973,True,5944,44176
7.538329607,True,8492,65231
6.680378525,True,7908,55214
11.468181213,True,11774,94170
13.552764335,True,13831,115305
8.622191879,True,8602,73680
0.755038414,True,819,7272
1.789128056,True,2223,14769
16.304078646,True,16246,137310
4.817081463,True,4785,40519
7.293175888,True,8704,61389
8.598366266,True,9750,73070
7.406328107,True,7482,63256
3.941033459,True,4657,34081
5.777489038,True,6787,47196
3.141958846,True,3882,25968
4.032568092,True,4447,35548
13.717698304,True,13382,118959
4.31592555,True,4732,36889
6.929029801,True,8437,57889
6.869588727,True,7899,57972
5.918815011,True,5891,51586
17.977339595,True,18794,154813
8.355608222,True,10039,68681
1.168533941,True,1328,10013
