time, failed, passed, discarded
0.929381663,True,604,1625
1.602587484,True,707,2168
0.804706633,True,556,1448
1.585995515,True,710,2165
1.701256003,True,554,1450
1.395971498,True,646,1485
1.861722426,True,712,2163
1.002948737,True,553,1451
0.916971186,True,550,1454
1.218759755,True,552,1452
1.507060283,True,624,1454
0.857688117,True,555,1449
1.093520029,True,701,2174
0.897660482,True,555,1449
0.809912604,True,553,1451
0.845762705,True,561,1443
1.128738435,True,706,2169
1.238447574,True,561,1443
1.063001014,True,531,1352
0.771725607,True,551,1453
1.306354987,True,710,2165
0.771437346,True,561,1443
1.215114315,True,712,2163
1.021752469,True,549,1455
1.116657012,True,555,1449
0.873117832,True,551,1453
1.264877926,True,707,2168
2.183987477,True,917,2221
1.733451133,True,708,2167
1.023292545,True,707,2168
