time, failed, passed, discarded
3787.172726007,False,1,160000000
3779.583064255,False,2,160000000
3802.584862732,False,2,160000000
3793.402775899,False,1,160000000
3799.058102948,False,1,160000000
3767.943381636,False,1,160000000
3768.078356258,False,1,160000000
3765.157050727,False,1,160000000
3767.995983198,False,1,160000000
3763.480872418,False,1,160000000
3747.87367702,False,1,160000000
3781.266132508,False,1,160000000
3829.100126863,False,1,160000000
3789.440739457,False,1,160000000
3755.996861614,False,1,160000000
3783.244139926,False,1,160000000
3774.595453304,False,1,160000000
3796.476585003,False,1,160000000
3810.311615525,False,1,160000000
3776.296724365,False,1,160000000
3806.844376372,False,1,160000000
3802.319988595,False,2,160000000
3791.351847433,False,1,160000000
3788.82850484,False,2,160000000
3784.949064393,False,1,160000000
3794.965892887,False,1,160000000
3770.620229635,False,1,160000000
3778.572393903,False,1,160000000
3769.212928377,False,1,160000000
3786.254437389,False,1,160000000
