time, failed, passed, discarded
3859.499732918,False,1,160000000
3879.203733367,False,1,160000000
3858.567250431,False,1,160000000
3870.515510197,False,1,160000000
3889.914260679,False,1,160000000
3906.765058342,False,1,160000000
3881.274046135,False,1,160000000
3901.369443861,False,1,160000000
3891.192954767,False,2,160000000
3828.023614244,False,2,160000000
3815.300146122,False,1,160000000
3867.865748303,False,1,160000000
3878.738361429,False,1,160000000
3881.278666508,False,1,160000000
3877.064587717,False,1,160000000
3883.021773228,False,1,160000000
3885.569353833,False,1,160000000
3902.748384667,False,1,160000000
3883.261489323,False,1,160000000
3869.594820694,False,1,160000000
3887.104670927,False,1,160000000
3871.068987886,False,1,160000000
3848.753701859,False,1,160000000
3857.200731202,False,1,160000000
3859.35695769,False,1,160000000
3833.984856413,False,1,160000000
3857.391360074,False,1,160000000
3862.013278516,False,1,160000000
3839.368021733,False,1,160000000
3872.695977301,False,1,160000000
