time, failed, passed, discarded
33.121156846,True,25294,29653
80.011629018,True,61463,83239
16.75868974,True,13085,13652
797.652806602,True,546710,1125525
4.42368848,True,3582,4330
97.512886799,True,71829,104948
0.774797507,True,603,1248
1528.832394066,True,1113795,1692003
20.141511096,True,15296,22742
1202.765794513,True,811892,1562247
