time, failed, passed, discarded
0.194112503,True,121,2055
0.124778453,True,82,1305
0.173733714,True,87,1871
1.280731031,True,790,13060
0.240109166,True,151,2350
0.54724286,True,318,5649
0.149084198,True,89,1382
0.473008871,True,303,4843
0.107818007,True,65,1120
0.237773969,True,159,2434
0.495131381,True,270,4789
0.546392003,True,304,5679
7.1274055e-2,True,33,751
8.3407643e-2,True,54,819
0.425729873,True,277,4275
3.0463774e-2,True,16,344
8.192849e-2,True,42,767
0.317754294,True,194,3277
1.072257858,True,671,10710
0.209132119,True,137,2135
7.837048e-2,True,43,814
0.298153702,True,181,3174
8.5263934e-2,True,61,851
0.347038298,True,192,3625
0.572548307,True,330,5563
0.666577325,True,393,6645
5.451819e-2,True,38,572
0.311009253,True,197,3166
0.600130637,True,385,5940
1.089993626,True,697,11206
