time, failed, passed, discarded
1.664009012,True,1069,16487
5.337780544,True,3941,52958
0.850659656,True,478,8381
1.279498331,True,815,13281
0.636765811,True,418,6313
14.081539709,True,11232,137580
3.057072949,True,2091,30960
0.31061992,True,205,3202
1.663487706,True,1075,16910
1.43370626,True,908,14621
0.607396215,True,337,6360
1.078404819,True,686,10961
0.179040039,True,102,1825
8.794621892,True,6907,86155
2.163913242,True,1366,21800
12.710042081,True,10832,124197
0.936840046,True,584,9519
1.849975539,True,1286,18521
6.376218958,True,4767,63342
2.734959753,True,1845,27145
32.279362125,True,27957,313422
2.005674324,True,1341,20364
3.010387993,True,1999,30258
6.238041768,True,4673,61185
6.462866567,True,4729,64649
3.284641267,True,2173,33300
4.978267469,True,3451,49442
2.979164089,True,2026,29792
12.187923771,True,9960,120271
6.458261439,True,4749,63145
