time, failed, passed, discarded
7.5053176e-2,True,48,736
4.025418617,True,2990,40232
3.047916283,True,2016,30692
1.673836381,True,1013,16973
2.010783774,True,1394,20360
0.481819271,True,291,4831
5.353731459,True,3909,53582
0.628341843,True,421,6481
1.121134377,True,783,11330
0.376110963,True,231,3875
0.104283878,True,46,1007
7.16250783,True,5333,71493
6.793101446,True,5191,66619
6.510460569,True,4893,65002
7.7775384e-2,True,34,848
0.549047279,True,358,5664
2.011404107,True,1435,19982
1.551654763,True,1072,15716
0.659532912,True,411,6869
0.917021729,True,523,9264
0.76552179,True,459,7628
0.847774383,True,542,8879
2.033096608,True,1454,20695
2.51876069,True,1641,25403
1.936583369,True,1350,19508
0.777147752,True,464,7770
3.972927576,True,2637,39834
1.324112922,True,923,13464
3.939132838,True,2716,39303
0.130169606,True,73,1360
