time, failed, passed, discarded
6.433136437,True,4684,64714
0.953166581,True,533,9548
0.835053812,True,554,8624
6.004439282,True,4495,60677
3.916802119,True,2612,39403
2.5043281,True,1617,25334
6.363329657,True,4565,63813
1.960400775,True,1322,19654
2.481671502,True,1574,25338
1.542211242,True,973,15594
6.127473294,True,4569,61311
4.498538976,True,3255,45099
1.934834477,True,1326,19769
2.899599527,True,2009,29158
1.437676423,True,882,14406
3.128641235,True,2090,31545
1.604988159,True,1070,15800
0.860371489,True,501,8693
0.78231561,True,476,8183
0.402453201,True,261,4026
3.351447858,True,2204,33962
0.573253144,True,362,5595
0.172723482,True,87,1724
1.288685337,True,844,13227
2.506131909,True,1698,25277
6.854512201,True,5463,68015
1.281983933,True,870,12844
9.535803953,True,7759,94585
0.943495862,True,590,9763
2.596124601,True,1819,26075
