time, failed, passed, discarded
4.010199461,True,4109,36185
1.875854665,True,2222,17456
3.668036733,True,4300,32717
0.335167301,True,555,2832
1.321104639,True,1541,11686
2.393625998,True,2571,22350
1.263506247,True,1439,10451
1.151622527,True,1420,11360
1.39021114,True,1516,12520
1.098254926,True,1152,10173
2.379020586,True,3322,20903
1.429260194,True,1356,14223
1.971931062,True,2403,18695
0.355493387,True,272,3842
0.243663453,True,350,2479
3.436730477,True,4926,29952
3.209173908,True,3703,28927
2.198273577,True,3133,19066
1.43792425,True,1431,11878
0.134413795,True,177,1386
0.822355788,True,952,7422
1.772918891,True,1873,15848
2.694253213,True,2790,24598
1.55362059,True,1855,14790
3.681111246,True,4140,32107
2.916314235,True,3765,26613
2.647581856,True,3158,22797
5.090369264,True,5350,45575
1.310805874,True,1858,11237
0.738080104,True,1069,7112
