time, failed, passed, discarded
0.143689425,True,70,1478
0.157015355,True,82,1678
0.252135236,True,134,2503
0.130825866,True,94,1311
0.278322318,True,140,2888
9.692303e-3,True,4,105
9.072856e-3,True,3,92
0.164541376,True,97,1665
0.159155188,True,115,1705
0.226271379,True,115,2275
5.171362e-2,True,31,507
9.629502e-3,True,7,105
5.2317494e-2,True,27,609
8.0925053e-2,True,44,931
0.15283257,True,76,1671
0.532791736,True,322,5361
2.2556487e-2,True,19,265
0.111848017,True,62,1086
0.140033932,True,81,1471
0.948020357,True,627,9582
0.741671881,True,446,7480
0.351545213,True,197,3494
0.115353864,True,63,1178
3.9711446e-2,True,16,397
1.4265046e-2,True,7,185
0.37938494,True,221,3806
0.25275403,True,150,2492
7.9542201e-2,True,40,844
0.194808532,True,107,1991
0.641063317,True,378,6458
