time, failed, passed, discarded
1.371319e-3,True,1,20
2.6334055e-2,True,17,324
2.2353105e-2,True,13,233
3.100291e-3,True,3,43
1.403133e-3,True,1,20
2.3912792e-2,True,20,297
1.547998e-3,True,1,23
2.6233491e-2,True,9,295
1.0968021e-2,True,3,129
7.4617243e-2,True,35,798
0.148631667,True,72,1505
1.876133e-3,True,1,27
9.183546e-3,True,3,109
2.22354e-3,True,1,34
5.7142178e-2,True,34,603
4.564739e-3,True,2,62
3.8323978e-2,True,25,391
2.332943e-3,True,1,33
9.4377956e-2,True,50,939
3.064702e-3,True,1,41
5.6524855e-2,True,36,527
3.683122e-3,True,1,44
5.3848005e-2,True,33,592
2.9208834e-2,True,12,325
3.6790362e-2,True,22,401
2.081236e-3,True,1,27
1.9120712e-2,True,17,225
3.1099005e-2,True,9,355
7.077826e-3,True,4,85
1.820167e-3,True,1,26
