time, failed, passed, discarded
9.743205e-3,True,4,14
8.8639e-3,True,4,14
8.087677e-3,True,4,14
1.0305638e-2,True,5,13
9.574964e-3,True,4,14
9.191976e-3,True,4,14
9.680272e-3,True,4,14
9.539796e-3,True,5,13
9.010957e-3,True,4,14
9.461222e-3,True,4,14
9.402901e-3,True,4,14
9.270027e-3,True,4,14
1.1476519e-2,True,5,13
1.0182786e-2,True,4,14
9.137973e-3,True,5,13
8.834241e-3,True,4,14
1.0108606e-2,True,4,14
1.0403286e-2,True,4,14
9.985665e-3,True,5,13
8.899e-3,True,4,14
9.603303e-3,True,5,13
1.235735e-2,True,6,12
8.858003e-3,True,5,13
1.0128063e-2,True,5,13
8.733977e-3,True,5,13
1.02028e-2,True,6,12
9.016259e-3,True,4,14
8.667324e-3,True,4,14
8.838847e-3,True,4,14
8.892823e-3,True,4,14
