time, failed, passed, discarded
3.0300055e-2,True,17,37
3.9021436e-2,True,24,53
1.7079539e-2,True,10,18
6.407209e-3,True,4,4
3.8481194e-2,True,23,54
6.702022e-3,True,4,4
3.8872847e-2,True,24,53
2.7929725e-2,True,17,37
8.873751e-3,True,4,13
3.9687699e-2,True,23,54
6.34746e-3,True,4,4
6.926281e-3,True,4,4
3.8325278e-2,True,22,55
1.5309228e-2,True,9,19
3.9382318e-2,True,23,54
3.8296354e-2,True,23,54
3.8396596e-2,True,23,54
6.461408e-3,True,4,4
2.9780724e-2,True,19,35
5.875408e-3,True,4,4
2.7758718e-2,True,17,37
1.4951457e-2,True,9,19
1.6250942e-2,True,9,19
6.581238e-3,True,4,4
4.0720792e-2,True,24,53
2.8637908e-2,True,18,36
6.390813e-3,True,4,4
1.6158549e-2,True,10,18
3.8831477e-2,True,24,53
3.789151e-2,True,23,54
