time, failed, passed, discarded
4.06510331,True,4295,35776
1441.894787585,False,1000000,14329183
10.705740003,True,10767,92201
2.570898581,True,3226,21611
3.536596749,True,3567,30767
4.413001946,True,5152,37890
5.709311691,True,6387,48155
8.93074513,True,10044,72924
4.347531988,True,4519,36464
5.699340364,True,6368,49040
9.574831305,True,9514,80761
1.526424082,True,1274,13344
0.787567568,True,793,6675
3.273450322,True,3968,27977
6.511792264,True,7114,54179
3.563956534,True,3869,31183
9.13316496,True,9824,75489
3.359196872,True,3461,30649
6.749180062,True,8050,57555
5.016415629,True,5142,42972
6.722527563,True,8271,55294
2.261388427,True,2306,19426
1439.461841788,False,1000000,14273648
1.1630199e-2,True,5,156
1.54041303,True,1697,13263
0.626239791,True,609,6556
2.095946885,True,2595,17910
4.803376879,True,5586,41267
2.689810899,True,2736,23750
1.089096097,True,1046,10291
