time, failed, passed, discarded
3.792082126,True,1587,5785
2.075242258,True,1372,4899
2.154739576,True,1365,4906
2.813375232,True,1538,5604
2.5880672,True,1536,5606
2.82522531,True,1647,4953
1.612457462,True,900,2986
2.369965254,True,1372,4899
3.968896614,True,1799,4957
2.140291881,True,1372,4959
3.050625213,True,1530,5612
2.585243837,True,1384,4887
4.724714337,True,1959,4951
2.411183328,True,1353,4842
2.369987197,True,1528,5614
2.314424879,True,1541,5601
2.069104401,True,1382,4889
2.182149232,True,1379,4892
1.597857838,True,873,2843
1.681782647,True,964,3262
2.630119526,True,1372,4899
2.501797406,True,1533,5609
3.89579444,True,1893,6454
2.958922121,True,1493,4933
2.803980963,True,1374,4897
2.583681223,True,1522,5631
2.389625865,True,1390,4881
2.304072405,True,1380,4891
1.900038526,True,1111,3928
3.016406266,True,1376,4895
