time, failed, passed, discarded
3603.058065337,False,101171,188029
3600.141590552,False,120601,187399
3134.407188486,True,103250,167923
3600.175696153,False,115094,186306
3600.305726043,False,146717,166383
3599.724630236,False,158335,173365
3600.020575675,False,196014,158986
3600.642678291,False,102732,186968
3601.568866131,False,110708,187392
3599.806783937,False,101325,189875
3602.581367213,False,99091,189509
3601.058389961,False,103394,189406
3601.73520506,False,176235,163065
3600.134867735,False,108256,189244
3603.610173254,False,195107,169693
3600.710904002,False,101372,191128
3600.196531583,False,140292,182208
3599.516113955,False,192984,168816
3603.585245207,False,148917,168583
3601.056233229,False,132739,163761
3599.597572847,False,98860,178740
3601.201878564,False,99949,181451
3602.703718293,False,164497,156403
3599.911009025,False,101440,176560
3600.775506557,False,129620,164880
3599.841456193,False,101699,181801
3601.03835611,False,123386,168914
3599.358676834,False,254027,145973
3602.87740704,False,188071,148029
3605.026742298,False,112297,167403
