time, failed, passed, discarded
595.270330892,True,370950,526860
736.316520118,True,470222,903110
350.184254505,True,214914,278055
306.228530288,True,192243,282586
12.63567277,True,9268,9013
308.401994611,True,195286,338035
367.452912565,True,227562,404704
726.712512685,True,409631,698673
42.002610499,True,27774,46423
391.604613207,True,267301,406525
